a1,a5a,DR,a10,a12,a15_rec,a16,taille_menage,g01bis,g02bis,g04bis,g05bis,g06bis,g07bis,g08bis,g09bis,g11bis,g12bis,g12_autre,g10bis,g13bis,g14bis,g16bis,g19bis,g19_autre_a_preciser,g03_unitbis,g03_dureebis,g15_unitbis,g15_dureebis,poids,strate
DIOURBEL,06103,061,Beau-FilsBelle-Fille,Feminin,20-24ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,"Indicipline conducteur, apprenti/receveur",,,,,,1698.3017578125,Rural
DIOURBEL,06104,061,EpouseEpoux,Feminin,40-44ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,,,,,1698.3017578125,Rural
DIOURBEL,06106,061,EpouseEpoux,Feminin,40-44ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Perte de temps,,,,,,1698.3017578125,Rural
DIOURBEL,06108,061,Chef de menage,Masculi,35-39ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Trop dangereux,,,,,,1698.3017578125,Rural
DIOURBEL,06109,061,Chef de menage,Masculi,30-34ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune desserte,,,,,,1698.3017578125,Rural
DIOURBEL,06110,061,Chef de menage,Feminin,40-44ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,,,,,1698.3017578125,Rural
DIOURBEL,06111,061,EpouseEpoux,Feminin,40-44ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,"Indicipline conducteur, apprenti/receveur",,,,,,1698.3017578125,Rural
DIOURBEL,06112,061,Beau-FrereBelle-S?ur,Feminin,25-29ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Autre,Taxi clando,Perte de temps,,,,,,1698.3017578125,Rural
DIOURBEL,06201,062,Chef de menage,Masculi,40-44ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Transport public Ndiaga ndiaye ou car rapide,Manque de place/surcharge,,,,,,1698.3017578125,Rural
DIOURBEL,06202,062,Chef de menage,Masculi,40-44ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Taxi clando,Perte de temps,,,,,,1698.3017578125,Rural
DIOURBEL,06203,062,Chef de menage,Feminin,50-54ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Manque de place/surcharge,,,,,,1698.3017578125,Rural
DIOURBEL,06204,062,Beau-FilsBelle-Fille,Feminin,20-24ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Perte de temps,,,,,,1698.3017578125,Rural
DIOURBEL,06205,062,PereMere,Feminin,60-64ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Taxi clando,Attente trop longue,,,,,,1698.3017578125,Rural
DIOURBEL,06206,062,Chef de menage,Masculi,45-49ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Autre,Transport public Ndiaga ndiaye ou car rapide,Manque de place/surcharge,,,,,,1698.3017578125,Rural
DIOURBEL,06207,062,PereMere,Masculi,70-74ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Autre,Transport public TaTa,Manque de place/surcharge,,,,,,1698.3017578125,Rural
DIOURBEL,06208,062,Enfant biologiqueAdopte,Masculi,30-34ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Ne sait pas comment se faire raccorder,Taxi clando,"Indicipline conducteur, apprenti/receveur",,,,,,1698.3017578125,Rural
DIOURBEL,06210,062,Chef de menage,Masculi,55-59ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1698.3017578125,Rural
DIOURBEL,06308,063,EpouseEpoux,Feminin,50-54ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1572.501708984375,Rural
DIOURBEL,06402,064,EpouseEpoux,Feminin,20-24ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Aucune desserte,,,,,,1676.528686523438,Rural
DIOURBEL,06403,064,EpouseEpoux,Feminin,30-34ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Manque de place/surcharge,,,,,,1676.528686523438,Rural
DIOURBEL,06406,064,Chef de menage,Feminin,30-34ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Aucune desserte,,,,,,1676.528686523438,Rural
DIOURBEL,06408,064,EpouseEpoux,Feminin,30-34ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Autre,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,,,,,1676.528686523438,Rural
DIOURBEL,06409,064,Chef de menage,Masculi,50-54ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,"Indicipline conducteur, apprenti/receveur",,,,,,1676.528686523438,Rural
DIOURBEL,06410,064,EpouseEpoux,Feminin,25-29ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,,,,,1676.528686523438,Rural
DIOURBEL,06412,064,EpouseEpoux,Feminin,30-34ans,Wolof, 10 à 15 personnes,Oui,Système solaire personnelgénérateur personnel,,,,,,,,,,,,Autre,Transport public Ndiaga ndiaye ou car rapide,Aucune desserte,,,,,,1676.528686523438,Rural
DIOURBEL,06501,065,EpouseEpoux,Feminin,35-39ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Ligne coupée par défaut de payement de facture,Transport public TaTa,Manque de place/surcharge,,,,,,1712.33740234375,Rural
DIOURBEL,06504,065,EpouseEpoux,Feminin,25-29ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,,,,,1712.33740234375,Rural
DIOURBEL,06506,065,Chef de menage,Feminin,50-54ans,Serere, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Autre,Transport public TaTa,Aucune repproche,,,,,,1712.33740234375,Rural
DIOURBEL,06510,065,Chef de menage,Masculi,25-29ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Autre,L'âne/charrette (tirée a la main ou par animal),Trop dangereux,,,,,,1712.33740234375,Rural
DIOURBEL,06604,066,EpouseEpoux,Feminin,65-69ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Autre,Transport public TaTa,Manque de place/surcharge,,,,,,1875.208251953125,Rural
SAINT-LOUIS,06702,067,Enfant biologiqueAdopte,Masculi,35-39ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Autre,L'âne/charrette (tirée a la main ou par animal),Attente trop longue,,,,,,803.9756469726563,Autres urbains
SAINT-LOUIS,06802,068,Chef de menage,Masculi,45-49ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,,,,,705.4562377929688,Autres urbains
SAINT-LOUIS,06901,069,EpouseEpoux,Feminin,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,888.102783203125,Rural
SAINT-LOUIS,06902,069,Enfant biologiqueAdopte,Masculi,85-89ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,888.102783203125,Rural
SAINT-LOUIS,06903,069,Enfant biologiqueAdopte,Feminin,20-24ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Aucune repproche,,,,,,888.102783203125,Rural
SAINT-LOUIS,06904,069,Chef de menage,Masculi,60-64ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,888.102783203125,Rural
SAINT-LOUIS,06905,069,EpouseEpoux,Feminin,20-24ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,,,,,888.102783203125,Rural
SAINT-LOUIS,06906,069,EpouseEpoux,Feminin,40-44ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,888.102783203125,Rural
SAINT-LOUIS,06907,069,Chef de menage,Masculi,25-29ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,888.102783203125,Rural
SAINT-LOUIS,06908,069,EpouseEpoux,Feminin,55-59ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,888.102783203125,Rural
SAINT-LOUIS,06909,069,EpouseEpoux,Feminin,25-29ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,888.102783203125,Rural
SAINT-LOUIS,06910,069,Enfant biologiqueAdopte,Feminin,35-39ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,888.102783203125,Rural
SAINT-LOUIS,07001,070,Chef de menage,Masculi,50-54ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07002,070,Chef de menage,Feminin,60-64ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07003,070,Chef de menage,Feminin,25-29ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07004,070,EpouseEpoux,Feminin,40-44ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Attente trop longue,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07005,070,Chef de menage,Masculi,45-49ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07006,070,Beau-FilsBelle-Fille,Feminin,18-19ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Manque de fiabilité des services de transport public,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07007,070,Enfant biologiqueAdopte,Feminin,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07008,070,EpouseEpoux,Feminin,25-29ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07009,070,EpouseEpoux,Feminin,40-44ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07010,070,Chef de menage,Masculi,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07011,070,EpouseEpoux,Feminin,40-44ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1844.707153320313,Rural
SAINT-LOUIS,07101,071,EpouseEpoux,Feminin,20-24ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07102,071,EpouseEpoux,Feminin,30-34ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07103,071,Chef de menage,Masculi,60-64ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07104,071,Beau-FilsBelle-Fille,Feminin,20-24ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07105,071,Beau-FrereBelle-S?ur,Masculi,35-39ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07106,071,Enfant biologiqueAdopte,Masculi,18-19ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07107,071,Chef de menage,Feminin,55-59ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,"Indicipline conducteur, apprenti/receveur",,,,,,1779.17333984375,Rural
SAINT-LOUIS,07108,071,Chef de menage,Masculi,45-49ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Trop dangereux,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07109,071,Chef de menage,Masculi,45-49ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07110,071,Chef de menage,Feminin,25-29ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Prix trop élevé,,,,,,1779.17333984375,Rural
SAINT-LOUIS,07411,074,EpouseEpoux,Feminin,40-44ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,Transport public Ndiaga ndiaye ou car rapide,Attente trop longue,,,,,,745.6480102539063,Autres urbains
SAINT-LOUIS,07501,075,Chef de menage,Feminin,50-54ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Transport public Ndiaga ndiaye ou car rapide,Attente trop longue,,,,,,1538.461669921875,Rural
SAINT-LOUIS,07503,075,Chef de menage,Masculi,65-69ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Attente trop longue,,,,,,1538.461669921875,Rural
SAINT-LOUIS,07512,075,Chef de menage,Feminin,40-44ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Transport public Ndiaga ndiaye ou car rapide,Prix trop élevé,,,,,,1538.461669921875,Rural
TAMBACOUNDA,07603,076,S?urFrere,Feminin,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Taxi clando,Prix trop élevé,,,,,,937.939453125,Autres urbains
TAMBACOUNDA,07701,077,Chef de menage,Feminin,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,,,,,791.4495239257813,Autres urbains
TAMBACOUNDA,07709,077,EpouseEpoux,Feminin,45-49ans,Diahanke, au plus 5 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Aucune repproche,,,,,,791.4495239257813,Autres urbains
TAMBACOUNDA,07801,078,Autre Parent,Feminin,55-59ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Logement impropre au raccord,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07802,078,PereMere,Feminin,40-44ans,Serere, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Prix trop élevé,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07803,078,Chef de menage,Masculi,70-74ans,Serere, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Autre,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07804,078,Beau-FilsBelle-Fille,Feminin,35-39ans,Serere, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07805,078,Beau-FilsBelle-Fille,Feminin,30-34ans,Serere, 10 à 15 personnes,Oui,Système solaire personnelgénérateur personnel,,,,,,,,,,,,Autre,L'âne/charrette (tirée a la main ou par animal),Autre,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07806,078,Chef de menage,Masculi,50-54ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Attente trop longue,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07807,078,Chef de menage,Masculi,45-49ans,Serere, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Logement impropre au raccord,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,,,,,1751.932373046875,Rural
TAMBACOUNDA,07808,078,EpouseEpoux,Feminin,25-29ans,Serere, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07809,078,EpouseEpoux,Feminin,35-39ans,Serere, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07810,078,Chef de menage,Masculi,55-59ans,Serere, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07812,078,Chef de menage,Masculi,70-74ans,Serere, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,,,,,1751.932373046875,Rural
TAMBACOUNDA,07905,079,Chef de menage,Masculi,30-34ans,Wolof, au plus 5 personnes,Oui,Générateur publiccommunautaire,,,,,,,,,,,,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,905.6793212890625,Autres urbains
TAMBACOUNDA,08001,080,Chef de menage,Masculi,60-64ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),Autre,rarete des vehicules,,,,,1599.563354492188,Rural
TAMBACOUNDA,08002,080,Chef de menage,Masculi,55-59ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08003,080,EpouseEpoux,Feminin,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08004,080,Chef de menage,Masculi,30-34ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08005,080,EpouseEpoux,Feminin,30-34ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08006,080,Chef de menage,Masculi,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08007,080,PereMere,Feminin,55-59ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08008,080,S?urFrere,Feminin,30-34ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08009,080,Chef de menage,Masculi,45-49ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08010,080,Chef de menage,Masculi,35-39ans,Halpulaar, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1599.563354492188,Rural
TAMBACOUNDA,08011,080,EpouseEpoux,Feminin,20-24ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,,,,,1599.563354492188,Rural
TAMBACOUNDA,08012,080,Beau-FilsBelle-Fille,Feminin,35-39ans,Halpulaar, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,,,,,1599.563354492188,Rural
KAOLACK,08106,081,Beau-FrereBelle-S?ur,Feminin,30-34ans,Wolof, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Taxi clando,Aucune repproche,,,,,,727.8095703125,Autres urbains
KAOLACK,08309,083,EpouseEpoux,Feminin,40-44ans,Halpulaar, au plus 5 personnes,Non,,,,,,,,,,,,Oui,Autre,Transport public Ndiaga ndiaye ou car rapide,Trop dangereux,,,,,,687.7216796875,Autres urbains
KAOLACK,08401,084,EpouseEpoux,Feminin,50-54ans,Serere, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Autre,,,,,,882.2632446289063,Autres urbains
KAOLACK,08402,084,Beau-FilsBelle-Fille,Feminin,25-29ans,Serere, 6 à 10 personnes,Oui,Système solaire personnelgénérateur personnel,,,,,,,,,,,,Autre,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,,,,,882.2632446289063,Autres urbains
KAOLACK,08403,084,Chef de menage,Masculi,30-34ans,Wolof, au plus 5 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),Attente trop longue,,,,,,882.2632446289063,Autres urbains
KAOLACK,08404,084,Chef de menage,Feminin,40-44ans,Wolof, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,,,,,882.2632446289063,Autres urbains
KAOLACK,08405,084,Chef de menage,Masculi,40-44ans,Serere, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,L'âne/charrette (tirée a la main ou par animal),Autre,,,,,,882.2632446289063,Autres urbains
